"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests.TestAddUser","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","UserRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests.TestAddUser"
"","3","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests.TestAddItemCartFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ItemCartService unit tests Destroit Method","ItemCartServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests.TestAddItemCartFailureDestroitMethod"
"","26","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests.TestDeleteUserFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","UserService unit tests Destroit Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests.TestDeleteUserFailureDestroitMethod"
"","46","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestUpdateOrderFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderService unit tests Destroit Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestUpdateOrderFailureDestroitMethod"
"","20","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests.TestGetAll","","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests.TestGetAll"
"","440","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests.TestGetAll","","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","CartRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests.TestGetAll"
"","4","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestUpdateItemCartFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemCartService unit tests London Method","ItemCartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestUpdateItemCartFailure"
"","2","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests.TestGetAll","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests.TestGetAll"
"","18","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests.TestGetCartById","","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","CartRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests.TestGetCartById"
"","8","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestUpdateOrderFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","OrderService unit tests London Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestUpdateOrderFailure"
"","119","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestChangePasswordFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","UserService unit tests London Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestChangePasswordFailure"
"","7","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestDeleteUserFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","UserService unit tests London Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestDeleteUserFailure"
"","27","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests.TestRegisterFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","UserService unit tests Destroit Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests.TestRegisterFailureDestroitMethod"
"","46","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests.TestAddOrder","","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests.TestAddOrder"
"","132","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestUpdateProductSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ProductService unit tests London Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestUpdateProductSuccess"
"","16","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests.TestGetOrderById","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests","UnitTests.UnitTests.TestDA.OrderRepositoryUnitTests.TestGetOrderById"
"","3","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestDeleteOrderSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderService unit tests Destroit Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestDeleteOrderSuccessDestroitMethod"
"","711","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests.TestDeleteItemCartSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemCartService unit tests Destroit Method","ItemCartServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests.TestDeleteItemCartSuccessDestroitMethod"
"","5","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests.TestGetItemOrderByIdSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemOrderService unit tests London Method","ItemOrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests.TestGetItemOrderByIdSuccess"
"","10","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests.TestAddCartFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","CartService unit tests London Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests.TestAddCartFailure"
"","2","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestGetOrderByIdFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","OrderService unit tests Destroit Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestGetOrderByIdFailureDestroitMethod"
"","4","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestDeleteOrderSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","OrderService unit tests London Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestDeleteOrderSuccess"
"","5","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests.TestDeleteItemOrderFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemOrderService unit tests London Method","ItemOrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ItemOrderServiceUnitTests.TestDeleteItemOrderFailure"
"","18","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests.TestDelete","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","UserRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests.TestDelete"
"","2","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestGetItemCartByIdFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemCartService unit tests London Method","ItemCartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestGetItemCartByIdFailure"
"","27","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestChangePasswordSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","UserService unit tests London Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestChangePasswordSuccess"
"","18","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestDeleteProductFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ProductService unit tests London Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestDeleteProductFailure"
"","42","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestAddCartFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","CartService unit tests Destroit Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestAddCartFailureDestroitMethod"
"","14","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestRegisterSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","UserService unit tests London Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.UserServiceUnitTests.TestRegisterSuccess"
"","389","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests.TestGetUserByLogin","","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","UserRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests","UnitTests.UnitTests.TestDA.UserRepositoryUnitTests.TestGetUserByLogin"
"","15","UnitTests.UnitTests.TestDA.ItemOrderRepositoryUnitTests.TestAddItemOrder","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ItemOrderRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.ItemOrderRepositoryUnitTests","UnitTests.UnitTests.TestDA.ItemOrderRepositoryUnitTests.TestAddItemOrder"
"","9","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestUpdateProductFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ProductService unit tests London Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestUpdateProductFailure"
"","10","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests.TestDeleteCartFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","CartService unit tests London Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests.TestDeleteCartFailure"
"","43","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests.TestAddCart","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","CartRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests","UnitTests.UnitTests.TestDA.CartRepositoryUnitTests.TestAddCart"
"","10","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestDeleteCartSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","CartService unit tests Destroit Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestDeleteCartSuccessDestroitMethod"
"","2","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests.TestUpdateCartFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","CartService unit tests London Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.CartServiceUnitTests.TestUpdateCartFailure"
"","14","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests.TestDelete","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests.TestDelete"
"","25","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests.TestDeleteItemOrderSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ItemOrderService unit tests Destroit Method","ItemOrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests.TestDeleteItemOrderSuccessDestroitMethod"
"","29","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestAddProductSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductService unit tests Destroit Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestAddProductSuccessDestroitMethod"
"","27","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestGetProductByIdFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductService unit tests Destroit Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestGetProductByIdFailureDestroitMethod"
"","16","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestDeleteItemCartSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemCartService unit tests London Method","ItemCartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestDeleteItemCartSuccess"
"","11","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestUpdateProductFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductService unit tests Destroit Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestUpdateProductFailureDestroitMethod"
"","21","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestGetAllDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","CartService unit tests Destroit Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestGetAllDestroitMethod"
"","6","UnitTests.UnitTests.TestDA.ItemCartRepositoryUnitTests.TestAddItemCart","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ItemCartRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.ItemCartRepositoryUnitTests","UnitTests.UnitTests.TestDA.ItemCartRepositoryUnitTests.TestAddItemCart"
"","11","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestUpdateItemCartSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemCartService unit tests London Method","ItemCartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestUpdateItemCartSuccess"
"","4","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestAddOrderFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","OrderService unit tests London Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestAddOrderFailure"
"","2","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestUpdateCartFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","CartService unit tests Destroit Method","CartServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.CartServiceUnitTests.TestUpdateCartFailureDestroitMethod"
"","3","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestAddOrderSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderService unit tests Destroit Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestAddOrderSuccessDestroitMethod"
"","3","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestDeleteOrderFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderService unit tests Destroit Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestDeleteOrderFailureDestroitMethod"
"","19","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestGetOrderByIdSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","OrderService unit tests Destroit Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.OrderServiceUnitTests.TestGetOrderByIdSuccessDestroitMethod"
"","6","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestDeleteOrderFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","OrderService unit tests London Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestDeleteOrderFailure"
"","569","UnitTests.UnitTests.TestDA.ItemCartRepositoryUnitTests.TestUpdateItemCart","","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemCartRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.ItemCartRepositoryUnitTests","UnitTests.UnitTests.TestDA.ItemCartRepositoryUnitTests.TestUpdateItemCart"
"","26","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests.TestGetAllDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","UserService unit tests Destroit Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests.TestGetAllDestroitMethod"
"","44","UnitTests.UnitTests.TestDA.ItemOrderRepositoryUnitTests.TestUpdateItemOrder","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ItemOrderRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.ItemOrderRepositoryUnitTests","UnitTests.UnitTests.TestDA.ItemOrderRepositoryUnitTests.TestUpdateItemOrder"
"","13","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestUpdateOrderSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","OrderService unit tests London Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestUpdateOrderSuccess"
"","21","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestGetProductByIdSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ProductService unit tests London Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestGetProductByIdSuccess"
"","3","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestGetOrderByIdSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","OrderService unit tests London Method","OrderServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.OrderServiceUnitTests.TestGetOrderByIdSuccess"
"","46","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests.TestGetProductByName","","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductRepositoty Unit tests","DA Unit Tests","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests","UnitTests.UnitTests.TestDA.ProductRepositoryUnitTests.TestGetProductByName"
"","33","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests.TestAddItemCartSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ItemCartService unit tests Destroit Method","ItemCartServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemCartServiceUnitTests.TestAddItemCartSuccessDestroitMethod"
"","4","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestDeleteProductSuccess","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ProductService unit tests London Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ProductServiceUnitTests.TestDeleteProductSuccess"
"","14","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestAddItemCartFailure","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:13 MSK 2024","ItemCartService unit tests London Method","ItemCartServices Unit tests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests","UnitTests.UnitTests.TestBL.LondonMethod.ItemCartServiceUnitTests.TestAddItemCartFailure"
"","9","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests.TestGetItemOrderByIdSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ItemOrderService unit tests Destroit Method","ItemOrderServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ItemOrderServiceUnitTests.TestGetItemOrderByIdSuccessDestroitMethod"
"","22","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestDeleteProductFailureDestroitMethod","Services Unit tests","Wed Dec 04 20:52:13 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","ProductService unit tests Destroit Method","ProductServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.ProductServiceUnitTests.TestDeleteProductFailureDestroitMethod"
"","5","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests.TestChangePasswordSuccessDestroitMethod","Services Unit tests","Wed Dec 04 20:52:14 MSK 2024","passed","Wed Dec 04 20:52:14 MSK 2024","UserService unit tests Destroit Method","UserServices Unit tests","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests","UnitTests.UnitTests.TestBL.DestroitMethod.UserServiceUnitTests.TestChangePasswordSuccessDestroitMethod"
